[0m
[[0;33m*[0m] Function [0;33mfprintf[0m tear down of [0;33mddp[0m

  401dd0:	13200004 	beqz	t9,401de4 <_ftext@@Base+0x194>
  405690:	8f8280d0 	lw	v0,-32560(gp)
  405694:	8c440000 	lw	a0,0(v0)
  405698:	24020314 	li	v0,788
  40569c:	afa20010 	sw	v0,16(sp)
  4056a0:	02a02821 	move	a1,s5
  4056a4:	3c060041 	lui	a2,0x41
  4056a8:	24c64bac 	addiu	a2,a2,19372
  4056ac:	3c070041 	lui	a3,0x41
[31m  4056b0:	8f9981c0 	lw	t9,fprintf[0m
  4056b4:	0320f809 	jalr	t9
  4056b8:	24e75424 	addiu	a3,a3,21540
  4056bc:	8fbc0018 	lw	gp,24(sp)
  4056c0:	00121200 	sll	v0,s2,0x8
  4056c4:	3042ffff 	andi	v0,v0,0xffff
  4056c8:	00129202 	srl	s2,s2,0x8
  4056cc:	00529025 	or	s2,v0,s2
  4056d0:	3402fdfd 	li	v0,0xfdfd
  4056d4:	1242000d 	beq	s2,v0,40570c <query_support_fun@@Base+0xf0>
  4056d8:	02a02821 	move	a1,s5
  4056dc:	8f8280d0 	lw	v0,-32560(gp)
  4056e0:	8c440000 	lw	a0,0(v0)
  4056e4:	24020319 	li	v0,793
  4056e8:	afa20010 	sw	v0,16(sp)
  4056ec:	3c060041 	lui	a2,0x41
  4056f0:	24c64bac 	addiu	a2,a2,19372
  4056f4:	3c070041 	lui	a3,0x41
[31m  4056f8:	8f9981c0 	lw	t9,fprintf[0m
  4056fc:	0320f809 	jalr	t9
  405700:	24e75424 	addiu	a3,a3,21540
  405704:	100000b3 	b	4059d4 <query_support_fun@@Base+0x3b8>
  405708:	2402ffff 	li	v0,-1
  40570c:	00131200 	sll	v0,s3,0x8
  405710:	3042ffff 	andi	v0,v0,0xffff
  405714:	00139a02 	srl	s3,s3,0x8
  405718:	00539825 	or	s3,v0,s3
  40571c:	24020002 	li	v0,2
  405720:	1262000c 	beq	s3,v0,405754 <query_support_fun@@Base+0x138>
  405724:	3c060041 	lui	a2,0x41
  405728:	8f8280d0 	lw	v0,-32560(gp)
  40572c:	8c440000 	lw	a0,0(v0)
  405730:	2402031f 	li	v0,799
  405734:	afa20010 	sw	v0,16(sp)
  405738:	24c64bac 	addiu	a2,a2,19372
  40573c:	3c070041 	lui	a3,0x41
[31m  405740:	8f9981c0 	lw	t9,fprintf[0m
  405744:	0320f809 	jalr	t9
  405748:	24e75424 	addiu	a3,a3,21540
  40574c:	100000a1 	b	4059d4 <query_support_fun@@Base+0x3b8>
  405750:	2402ffff 	li	v0,-1
  405754:	00141200 	sll	v0,s4,0x8
  405758:	3042ffff 	andi	v0,v0,0xffff
  40575c:	0014a202 	srl	s4,s4,0x8
  405760:	0054a025 	or	s4,v0,s4
  405764:	24027777 	li	v0,30583
  405768:	16820016 	bne	s4,v0,4057c4 <query_support_fun@@Base+0x1a8>
  40576c:	26040006 	addiu	a0,s0,6
  405770:	24050006 	li	a1,6
  405774:	8f8681ec 	lw	a2,-32276(gp)
  405778:	8f99828c 	lw	t9,-32116(gp)
  40577c:	0320f809 	jalr	t9
  405780:	24070006 	li	a3,6
  405784:	8fbc0018 	lw	gp,24(sp)
  405788:	10400044 	beqz	v0,40589c <query_support_fun@@Base+0x280>
  40578c:	2ad60106 	slti	s6,s6,262
  405790:	8f8280d0 	lw	v0,-32560(gp)
  405794:	8c440000 	lw	a0,0(v0)
  405798:	24020328 	li	v0,808
  40579c:	afa20010 	sw	v0,16(sp)
  4057a0:	02a02821 	move	a1,s5
  4057a4:	3c060041 	lui	a2,0x41
  4057a8:	24c64bac 	addiu	a2,a2,19372
  4057ac:	3c070041 	lui	a3,0x41
[31m  4057b0:	8f9981c0 	lw	t9,fprintf[0m
  4057b4:	0320f809 	jalr	t9
  4057b8:	24e75424 	addiu	a3,a3,21540
--
  405820:	92030009 	lbu	v1,9(s0)
  405824:	14620008 	bne	v1,v0,405848 <query_support_fun@@Base+0x22c>
  405828:	00000000 	nop
  40582c:	9203000a 	lbu	v1,10(s0)
  405830:	14620005 	bne	v1,v0,405848 <query_support_fun@@Base+0x22c>
  405834:	00000000 	nop
  405838:	9203000b 	lbu	v1,11(s0)
  40583c:	10620016 	beq	v1,v0,405898 <query_support_fun@@Base+0x27c>
  405840:	00000000 	nop
  405844:	24050006 	li	a1,6
  405848:	8f8681ec 	lw	a2,-32276(gp)
  40584c:	8f99828c 	lw	t9,-32116(gp)
  405850:	0320f809 	jalr	t9
  405854:	24070006 	li	a3,6
  405858:	8fbc0018 	lw	gp,24(sp)
  40585c:	1040000f 	beqz	v0,40589c <query_support_fun@@Base+0x280>
  405860:	2ad60106 	slti	s6,s6,262
  405864:	8f8280d0 	lw	v0,-32560(gp)
  405868:	8c440000 	lw	a0,0(v0)
  40586c:	24020337 	li	v0,823
  405870:	afa20010 	sw	v0,16(sp)
  405874:	02a02821 	move	a1,s5
  405878:	3c060041 	lui	a2,0x41
  40587c:	24c64bac 	addiu	a2,a2,19372
  405880:	3c070041 	lui	a3,0x41
[31m  405884:	8f9981c0 	lw	t9,fprintf[0m
  405888:	0320f809 	jalr	t9
  40588c:	24e75424 	addiu	a3,a3,21540
--
  405a5c:	afa00120 	sw	zero,288(sp)
  405a60:	afa00124 	sw	zero,292(sp)
  405a64:	afa00128 	sw	zero,296(sp)
  405a68:	afa0012c 	sw	zero,300(sp)
  405a6c:	afa00130 	sw	zero,304(sp)
  405a70:	afa00134 	sw	zero,308(sp)
  405a74:	afa00138 	sw	zero,312(sp)
  405a78:	92130000 	lbu	s3,0(s0)
  405a7c:	00139a00 	sll	s3,s3,0x8
  405a80:	92020001 	lbu	v0,1(s0)
  405a84:	00539825 	or	s3,v0,s3
  405a88:	92140012 	lbu	s4,18(s0)
  405a8c:	0014a200 	sll	s4,s4,0x8
  405a90:	92020013 	lbu	v0,19(s0)
  405a94:	0054a025 	or	s4,v0,s4
  405a98:	3c150041 	lui	s5,0x41
  405a9c:	26b54b90 	addiu	s5,s5,19344
  405aa0:	8f8280d0 	lw	v0,-32560(gp)
  405aa4:	8c440000 	lw	a0,0(v0)
  405aa8:	2402084f 	li	v0,2127
  405aac:	afa20010 	sw	v0,16(sp)
  405ab0:	02a02821 	move	a1,s5
  405ab4:	3c060041 	lui	a2,0x41
  405ab8:	24c64bac 	addiu	a2,a2,19372
  405abc:	3c070041 	lui	a3,0x41
[31m  405ac0:	8f9981c0 	lw	t9,fprintf[0m
  405ac4:	0320f809 	jalr	t9
  405ac8:	24e75374 	addiu	a3,a3,21364
  405acc:	8fbc0018 	lw	gp,24(sp)
  405ad0:	00131200 	sll	v0,s3,0x8
  405ad4:	3042ffff 	andi	v0,v0,0xffff
  405ad8:	00139a02 	srl	s3,s3,0x8
  405adc:	00539825 	or	s3,v0,s3
  405ae0:	3402fdfd 	li	v0,0xfdfd
  405ae4:	1262000d 	beq	s3,v0,405b1c <get_wifi_info@@Base+0x120>
  405ae8:	02a02821 	move	a1,s5
  405aec:	8f8280d0 	lw	v0,-32560(gp)
  405af0:	8c440000 	lw	a0,0(v0)
  405af4:	24020853 	li	v0,2131
  405af8:	afa20010 	sw	v0,16(sp)
  405afc:	3c060041 	lui	a2,0x41
  405b00:	24c64bac 	addiu	a2,a2,19372
  405b04:	3c070041 	lui	a3,0x41
[31m  405b08:	8f9981c0 	lw	t9,fprintf[0m
  405b0c:	0320f809 	jalr	t9
  405b10:	24e75374 	addiu	a3,a3,21364
  405b14:	10000158 	b	406078 <get_wifi_info@@Base+0x67c>
  405b18:	2402ffff 	li	v0,-1
  405b1c:	00141200 	sll	v0,s4,0x8
  405b20:	3042ffff 	andi	v0,v0,0xffff
  405b24:	0014a202 	srl	s4,s4,0x8
  405b28:	0054a025 	or	s4,v0,s4
  405b2c:	24020002 	li	v0,2
  405b30:	1282000e 	beq	s4,v0,405b6c <get_wifi_info@@Base+0x170>
  405b34:	26040006 	addiu	a0,s0,6
  405b38:	8f8280d0 	lw	v0,-32560(gp)
  405b3c:	8c440000 	lw	a0,0(v0)
  405b40:	24020859 	li	v0,2137
  405b44:	afa20010 	sw	v0,16(sp)
  405b48:	02a02821 	move	a1,s5
  405b4c:	3c060041 	lui	a2,0x41
  405b50:	24c64bac 	addiu	a2,a2,19372
  405b54:	3c070041 	lui	a3,0x41
[31m  405b58:	8f9981c0 	lw	t9,fprintf[0m
  405b5c:	0320f809 	jalr	t9
  405b60:	24e75374 	addiu	a3,a3,21364
  405b64:	10000144 	b	406078 <get_wifi_info@@Base+0x67c>
  405b68:	2402ffff 	li	v0,-1
  405b6c:	24050006 	li	a1,6
  405b70:	8f8681ec 	lw	a2,-32276(gp)
  405b74:	8f99828c 	lw	t9,-32116(gp)
  405b78:	0320f809 	jalr	t9
  405b7c:	24070006 	li	a3,6
  405b80:	8fbc0018 	lw	gp,24(sp)
  405b84:	1040000e 	beqz	v0,405bc0 <get_wifi_info@@Base+0x1c4>
  405b88:	2ad60112 	slti	s6,s6,274
  405b8c:	8f8280d0 	lw	v0,-32560(gp)
  405b90:	8c440000 	lw	a0,0(v0)
  405b94:	24020867 	li	v0,2151
  405b98:	afa20010 	sw	v0,16(sp)
  405b9c:	02a02821 	move	a1,s5
  405ba0:	3c060041 	lui	a2,0x41
  405ba4:	24c64bac 	addiu	a2,a2,19372
  405ba8:	3c070041 	lui	a3,0x41
[31m  405bac:	8f9981c0 	lw	t9,fprintf[0m
  405bb0:	0320f809 	jalr	t9
  405bb4:	24e75374 	addiu	a3,a3,21364
--
  4060ec:	00002821 	move	a1,zero
  4060f0:	8f99812c 	lw	t9,-32468(gp)
  4060f4:	0320f809 	jalr	t9
  4060f8:	240600ff 	li	a2,255
  4060fc:	8fbc0018 	lw	gp,24(sp)
  406100:	afa00120 	sw	zero,288(sp)
  406104:	a3a00124 	sb	zero,292(sp)
  406108:	92130000 	lbu	s3,0(s0)
  40610c:	00139a00 	sll	s3,s3,0x8
  406110:	92020001 	lbu	v0,1(s0)
  406114:	00539825 	or	s3,v0,s3
  406118:	92140012 	lbu	s4,18(s0)
  40611c:	0014a200 	sll	s4,s4,0x8
  406120:	92020013 	lbu	v0,19(s0)
  406124:	0054a025 	or	s4,v0,s4
  406128:	3c150041 	lui	s5,0x41
  40612c:	26b54b90 	addiu	s5,s5,19344
  406130:	8f8280d0 	lw	v0,-32560(gp)
  406134:	8c440000 	lw	a0,0(v0)
  406138:	240207a9 	li	v0,1961
  40613c:	afa20010 	sw	v0,16(sp)
  406140:	02a02821 	move	a1,s5
  406144:	3c060041 	lui	a2,0x41
  406148:	24c64bac 	addiu	a2,a2,19372
  40614c:	3c070041 	lui	a3,0x41
[31m  406150:	8f9981c0 	lw	t9,fprintf[0m
  406154:	0320f809 	jalr	t9
  406158:	24e75384 	addiu	a3,a3,21380
  40615c:	8fbc0018 	lw	gp,24(sp)
  406160:	00131200 	sll	v0,s3,0x8
  406164:	3042ffff 	andi	v0,v0,0xffff
  406168:	00139a02 	srl	s3,s3,0x8
  40616c:	00539825 	or	s3,v0,s3
  406170:	3402fdfd 	li	v0,0xfdfd
  406174:	1262000d 	beq	s3,v0,4061ac <set_network_adv_info@@Base+0x10c>
  406178:	02a02821 	move	a1,s5
  40617c:	8f8280d0 	lw	v0,-32560(gp)
  406180:	8c440000 	lw	a0,0(v0)
  406184:	240207ad 	li	v0,1965
  406188:	afa20010 	sw	v0,16(sp)
  40618c:	3c060041 	lui	a2,0x41
  406190:	24c64bac 	addiu	a2,a2,19372
  406194:	3c070041 	lui	a3,0x41
[31m  406198:	8f9981c0 	lw	t9,fprintf[0m
  40619c:	0320f809 	jalr	t9
  4061a0:	24e75384 	addiu	a3,a3,21380
  4061a4:	100000db 	b	406514 <set_network_adv_info@@Base+0x474>
  4061a8:	2402ffff 	li	v0,-1
  4061ac:	00141200 	sll	v0,s4,0x8
  4061b0:	3042ffff 	andi	v0,v0,0xffff
  4061b4:	0014a202 	srl	s4,s4,0x8
  4061b8:	0054a025 	or	s4,v0,s4
  4061bc:	24020002 	li	v0,2
  4061c0:	1282000e 	beq	s4,v0,4061fc <set_network_adv_info@@Base+0x15c>
  4061c4:	26040006 	addiu	a0,s0,6
  4061c8:	8f8280d0 	lw	v0,-32560(gp)
  4061cc:	8c440000 	lw	a0,0(v0)
  4061d0:	240207b3 	li	v0,1971
  4061d4:	afa20010 	sw	v0,16(sp)
  4061d8:	02a02821 	move	a1,s5
  4061dc:	3c060041 	lui	a2,0x41
  4061e0:	24c64bac 	addiu	a2,a2,19372
  4061e4:	3c070041 	lui	a3,0x41
[31m  4061e8:	8f9981c0 	lw	t9,fprintf[0m
  4061ec:	0320f809 	jalr	t9
  4061f0:	24e75384 	addiu	a3,a3,21380
  4061f4:	100000c7 	b	406514 <set_network_adv_info@@Base+0x474>
  4061f8:	2402ffff 	li	v0,-1
  4061fc:	24050006 	li	a1,6
  406200:	8f8681ec 	lw	a2,-32276(gp)
  406204:	8f99828c 	lw	t9,-32116(gp)
  406208:	0320f809 	jalr	t9
  40620c:	24070006 	li	a3,6
  406210:	8fbc0018 	lw	gp,24(sp)
  406214:	1040000e 	beqz	v0,406250 <set_network_adv_info@@Base+0x1b0>
  406218:	2ad60026 	slti	s6,s6,38
  40621c:	8f8280d0 	lw	v0,-32560(gp)
  406220:	8c440000 	lw	a0,0(v0)
  406224:	240207c1 	li	v0,1985
  406228:	afa20010 	sw	v0,16(sp)
  40622c:	02a02821 	move	a1,s5
  406230:	3c060041 	lui	a2,0x41
  406234:	24c64bac 	addiu	a2,a2,19372
  406238:	3c070041 	lui	a3,0x41
[31m  40623c:	8f9981c0 	lw	t9,fprintf[0m
  406240:	0320f809 	jalr	t9
  406244:	24e75384 	addiu	a3,a3,21380
--
  4065a0:	00002821 	move	a1,zero
  4065a4:	8f99812c 	lw	t9,-32468(gp)
  4065a8:	0320f809 	jalr	t9
  4065ac:	240600ff 	li	a2,255
  4065b0:	8fbc0018 	lw	gp,24(sp)
  4065b4:	afa00138 	sw	zero,312(sp)
  4065b8:	a3a00140 	sb	zero,320(sp)
  4065bc:	92130000 	lbu	s3,0(s0)
  4065c0:	00139a00 	sll	s3,s3,0x8
  4065c4:	92020001 	lbu	v0,1(s0)
  4065c8:	00539825 	or	s3,v0,s3
  4065cc:	92140012 	lbu	s4,18(s0)
  4065d0:	0014a200 	sll	s4,s4,0x8
  4065d4:	92020013 	lbu	v0,19(s0)
  4065d8:	0054a025 	or	s4,v0,s4
  4065dc:	3c150041 	lui	s5,0x41
  4065e0:	26b54b90 	addiu	s5,s5,19344
  4065e4:	8f8280d0 	lw	v0,-32560(gp)
  4065e8:	8c440000 	lw	a0,0(v0)
  4065ec:	24020b35 	li	v0,2869
  4065f0:	afa20010 	sw	v0,16(sp)
  4065f4:	02a02821 	move	a1,s5
  4065f8:	3c060041 	lui	a2,0x41
  4065fc:	24c64bac 	addiu	a2,a2,19372
  406600:	3c070041 	lui	a3,0x41
[31m  406604:	8f9981c0 	lw	t9,fprintf[0m
  406608:	0320f809 	jalr	t9
  40660c:	24e75334 	addiu	a3,a3,21300
  406610:	8fbc0018 	lw	gp,24(sp)
  406614:	00131200 	sll	v0,s3,0x8
  406618:	3042ffff 	andi	v0,v0,0xffff
  40661c:	00139a02 	srl	s3,s3,0x8
  406620:	00539825 	or	s3,v0,s3
  406624:	3402fdfd 	li	v0,0xfdfd
  406628:	1262000d 	beq	s3,v0,406660 <set_simple_wifi_info@@Base+0x124>
  40662c:	02a02821 	move	a1,s5
  406630:	8f8280d0 	lw	v0,-32560(gp)
  406634:	8c440000 	lw	a0,0(v0)
  406638:	24020b39 	li	v0,2873
  40663c:	afa20010 	sw	v0,16(sp)
  406640:	3c060041 	lui	a2,0x41
  406644:	24c64bac 	addiu	a2,a2,19372
  406648:	3c070041 	lui	a3,0x41
[31m  40664c:	8f9981c0 	lw	t9,fprintf[0m
  406650:	0320f809 	jalr	t9
  406654:	24e75334 	addiu	a3,a3,21300
  406658:	100002d2 	b	4071a4 <set_simple_wifi_info@@Base+0xc68>
  40665c:	2402ffff 	li	v0,-1
  406660:	00141200 	sll	v0,s4,0x8
  406664:	3042ffff 	andi	v0,v0,0xffff
  406668:	0014a202 	srl	s4,s4,0x8
  40666c:	0054a025 	or	s4,v0,s4
  406670:	24020002 	li	v0,2
  406674:	1282000c 	beq	s4,v0,4066a8 <set_simple_wifi_info@@Base+0x16c>
  406678:	3c060041 	lui	a2,0x41
  40667c:	8f8280d0 	lw	v0,-32560(gp)
  406680:	8c440000 	lw	a0,0(v0)
  406684:	24020b3f 	li	v0,2879
  406688:	afa20010 	sw	v0,16(sp)
  40668c:	24c64bac 	addiu	a2,a2,19372
  406690:	3c070041 	lui	a3,0x41
[31m  406694:	8f9981c0 	lw	t9,fprintf[0m
  406698:	0320f809 	jalr	t9
  40669c:	24e75334 	addiu	a3,a3,21300
  4066a0:	100002c0 	b	4071a4 <set_simple_wifi_info@@Base+0xc68>
  4066a4:	2402ffff 	li	v0,-1
  4066a8:	26040006 	addiu	a0,s0,6
  4066ac:	24050006 	li	a1,6
  4066b0:	8f8681ec 	lw	a2,-32276(gp)
  4066b4:	8f99828c 	lw	t9,-32116(gp)
  4066b8:	0320f809 	jalr	t9
  4066bc:	24070006 	li	a3,6
  4066c0:	8fbc0018 	lw	gp,24(sp)
  4066c4:	1040000e 	beqz	v0,406700 <set_simple_wifi_info@@Base+0x1c4>
  4066c8:	2ad60026 	slti	s6,s6,38
  4066cc:	8f8280d0 	lw	v0,-32560(gp)
  4066d0:	8c440000 	lw	a0,0(v0)
  4066d4:	24020b4d 	li	v0,2893
  4066d8:	afa20010 	sw	v0,16(sp)
  4066dc:	02a02821 	move	a1,s5
  4066e0:	3c060041 	lui	a2,0x41
  4066e4:	24c64bac 	addiu	a2,a2,19372
  4066e8:	3c070041 	lui	a3,0x41
[31m  4066ec:	8f9981c0 	lw	t9,fprintf[0m
  4066f0:	0320f809 	jalr	t9
  4066f4:	24e75334 	addiu	a3,a3,21300
--
  407220:	0320f809 	jalr	t9
  407224:	240600ff 	li	a2,255
  407228:	8fbc0018 	lw	gp,24(sp)
  40722c:	afa00120 	sw	zero,288(sp)
  407230:	afa00124 	sw	zero,292(sp)
  407234:	afa00128 	sw	zero,296(sp)
  407238:	afa0012c 	sw	zero,300(sp)
  40723c:	92130000 	lbu	s3,0(s0)
  407240:	00139a00 	sll	s3,s3,0x8
  407244:	92020001 	lbu	v0,1(s0)
  407248:	00539825 	or	s3,v0,s3
  40724c:	92140012 	lbu	s4,18(s0)
  407250:	0014a200 	sll	s4,s4,0x8
  407254:	92020013 	lbu	v0,19(s0)
  407258:	0054a025 	or	s4,v0,s4
  40725c:	3c150041 	lui	s5,0x41
  407260:	26b54b90 	addiu	s5,s5,19344
  407264:	8f8280d0 	lw	v0,-32560(gp)
  407268:	8c440000 	lw	a0,0(v0)
  40726c:	24020aaa 	li	v0,2730
  407270:	afa20010 	sw	v0,16(sp)
  407274:	02a02821 	move	a1,s5
  407278:	3c060041 	lui	a2,0x41
  40727c:	24c64bac 	addiu	a2,a2,19372
  407280:	3c070041 	lui	a3,0x41
[31m  407284:	8f9981c0 	lw	t9,fprintf[0m
  407288:	0320f809 	jalr	t9
  40728c:	24e7534c 	addiu	a3,a3,21324
  407290:	8fbc0018 	lw	gp,24(sp)
  407294:	00131200 	sll	v0,s3,0x8
  407298:	3042ffff 	andi	v0,v0,0xffff
  40729c:	00139a02 	srl	s3,s3,0x8
  4072a0:	00539825 	or	s3,v0,s3
  4072a4:	3402fdfd 	li	v0,0xfdfd
  4072a8:	1262000d 	beq	s3,v0,4072e0 <get_simple_wifi_info@@Base+0x114>
  4072ac:	02a02821 	move	a1,s5
  4072b0:	8f8280d0 	lw	v0,-32560(gp)
  4072b4:	8c440000 	lw	a0,0(v0)
  4072b8:	24020aae 	li	v0,2734
  4072bc:	afa20010 	sw	v0,16(sp)
  4072c0:	3c060041 	lui	a2,0x41
  4072c4:	24c64bac 	addiu	a2,a2,19372
  4072c8:	3c070041 	lui	a3,0x41
[31m  4072cc:	8f9981c0 	lw	t9,fprintf[0m
  4072d0:	0320f809 	jalr	t9
  4072d4:	24e7534c 	addiu	a3,a3,21324
  4072d8:	10000103 	b	4076e8 <get_simple_wifi_info@@Base+0x51c>
  4072dc:	2402ffff 	li	v0,-1
  4072e0:	00141200 	sll	v0,s4,0x8
  4072e4:	3042ffff 	andi	v0,v0,0xffff
  4072e8:	0014a202 	srl	s4,s4,0x8
  4072ec:	0054a025 	or	s4,v0,s4
  4072f0:	24020002 	li	v0,2
  4072f4:	1282000e 	beq	s4,v0,407330 <get_simple_wifi_info@@Base+0x164>
  4072f8:	26040006 	addiu	a0,s0,6
  4072fc:	8f8280d0 	lw	v0,-32560(gp)
  407300:	8c440000 	lw	a0,0(v0)
  407304:	24020ab4 	li	v0,2740
  407308:	afa20010 	sw	v0,16(sp)
  40730c:	02a02821 	move	a1,s5
  407310:	3c060041 	lui	a2,0x41
  407314:	24c64bac 	addiu	a2,a2,19372
  407318:	3c070041 	lui	a3,0x41
[31m  40731c:	8f9981c0 	lw	t9,fprintf[0m
  407320:	0320f809 	jalr	t9
  407324:	24e7534c 	addiu	a3,a3,21324
  407328:	100000ef 	b	4076e8 <get_simple_wifi_info@@Base+0x51c>
  40732c:	2402ffff 	li	v0,-1
  407330:	24050006 	li	a1,6
  407334:	8f8681ec 	lw	a2,-32276(gp)
  407338:	8f99828c 	lw	t9,-32116(gp)
  40733c:	0320f809 	jalr	t9
  407340:	24070006 	li	a3,6
  407344:	8fbc0018 	lw	gp,24(sp)
  407348:	1040000e 	beqz	v0,407384 <get_simple_wifi_info@@Base+0x1b8>
  40734c:	2ad60082 	slti	s6,s6,130
  407350:	8f8280d0 	lw	v0,-32560(gp)
  407354:	8c440000 	lw	a0,0(v0)
  407358:	24020ac2 	li	v0,2754
  40735c:	afa20010 	sw	v0,16(sp)
  407360:	02a02821 	move	a1,s5
  407364:	3c060041 	lui	a2,0x41
  407368:	24c64bac 	addiu	a2,a2,19372
  40736c:	3c070041 	lui	a3,0x41
[31m  407370:	8f9981c0 	lw	t9,fprintf[0m
  407374:	0320f809 	jalr	t9
  407378:	24e7534c 	addiu	a3,a3,21324
--
  407758:	a3a20024 	sb	v0,36(sp)
  40775c:	27a40025 	addiu	a0,sp,37
  407760:	00002821 	move	a1,zero
  407764:	8f99812c 	lw	t9,-32468(gp)
  407768:	0320f809 	jalr	t9
  40776c:	240600ff 	li	a2,255
  407770:	8fbc0018 	lw	gp,24(sp)
  407774:	92130000 	lbu	s3,0(s0)
  407778:	00139a00 	sll	s3,s3,0x8
  40777c:	92020001 	lbu	v0,1(s0)
  407780:	00539825 	or	s3,v0,s3
  407784:	92140012 	lbu	s4,18(s0)
  407788:	0014a200 	sll	s4,s4,0x8
  40778c:	92020013 	lbu	v0,19(s0)
  407790:	0054a025 	or	s4,v0,s4
  407794:	3c150041 	lui	s5,0x41
  407798:	26b54b90 	addiu	s5,s5,19344
  40779c:	8f8280d0 	lw	v0,-32560(gp)
  4077a0:	8c440000 	lw	a0,0(v0)
  4077a4:	2402016f 	li	v0,367
  4077a8:	afa20010 	sw	v0,16(sp)
  4077ac:	02a02821 	move	a1,s5
  4077b0:	3c060041 	lui	a2,0x41
  4077b4:	24c64bac 	addiu	a2,a2,19372
  4077b8:	3c070041 	lui	a3,0x41
[31m  4077bc:	8f9981c0 	lw	t9,fprintf[0m
  4077c0:	0320f809 	jalr	t9
  4077c4:	24e75460 	addiu	a3,a3,21600
  4077c8:	8fbc0018 	lw	gp,24(sp)
  4077cc:	00131200 	sll	v0,s3,0x8
  4077d0:	3042ffff 	andi	v0,v0,0xffff
  4077d4:	00139a02 	srl	s3,s3,0x8
  4077d8:	00539825 	or	s3,v0,s3
  4077dc:	3402fdfd 	li	v0,0xfdfd
  4077e0:	1262000d 	beq	s3,v0,407818 <set_basic_info@@Base+0x108>
  4077e4:	02a02821 	move	a1,s5
  4077e8:	8f8280d0 	lw	v0,-32560(gp)
  4077ec:	8c440000 	lw	a0,0(v0)
  4077f0:	24020173 	li	v0,371
  4077f4:	afa20010 	sw	v0,16(sp)
  4077f8:	3c060041 	lui	a2,0x41
  4077fc:	24c64bac 	addiu	a2,a2,19372
  407800:	3c070041 	lui	a3,0x41
[31m  407804:	8f9981c0 	lw	t9,fprintf[0m
  407808:	0320f809 	jalr	t9
  40780c:	24e75460 	addiu	a3,a3,21600
  407810:	10000158 	b	407d74 <set_basic_info@@Base+0x664>
  407814:	2402ffff 	li	v0,-1
  407818:	00141200 	sll	v0,s4,0x8
  40781c:	3042ffff 	andi	v0,v0,0xffff
  407820:	0014a202 	srl	s4,s4,0x8
  407824:	0054a025 	or	s4,v0,s4
  407828:	24020002 	li	v0,2
  40782c:	1282000e 	beq	s4,v0,407868 <set_basic_info@@Base+0x158>
  407830:	26040006 	addiu	a0,s0,6
  407834:	8f8280d0 	lw	v0,-32560(gp)
  407838:	8c440000 	lw	a0,0(v0)
  40783c:	24020179 	li	v0,377
  407840:	afa20010 	sw	v0,16(sp)
  407844:	02a02821 	move	a1,s5
  407848:	3c060041 	lui	a2,0x41
  40784c:	24c64bac 	addiu	a2,a2,19372
  407850:	3c070041 	lui	a3,0x41
[31m  407854:	8f9981c0 	lw	t9,fprintf[0m
  407858:	0320f809 	jalr	t9
  40785c:	24e75460 	addiu	a3,a3,21600
  407860:	10000144 	b	407d74 <set_basic_info@@Base+0x664>
  407864:	2402ffff 	li	v0,-1
  407868:	24050006 	li	a1,6
  40786c:	8f8681ec 	lw	a2,-32276(gp)
  407870:	8f99828c 	lw	t9,-32116(gp)
  407874:	0320f809 	jalr	t9
  407878:	24070006 	li	a3,6
  40787c:	8fbc0018 	lw	gp,24(sp)
  407880:	1040000e 	beqz	v0,4078bc <set_basic_info@@Base+0x1ac>
  407884:	2ad60026 	slti	s6,s6,38
  407888:	8f8280d0 	lw	v0,-32560(gp)
  40788c:	8c440000 	lw	a0,0(v0)
  407890:	24020187 	li	v0,391
  407894:	afa20010 	sw	v0,16(sp)
  407898:	02a02821 	move	a1,s5
  40789c:	3c060041 	lui	a2,0x41
  4078a0:	24c64bac 	addiu	a2,a2,19372
  4078a4:	3c070041 	lui	a3,0x41
[31m  4078a8:	8f9981c0 	lw	t9,fprintf[0m
  4078ac:	0320f809 	jalr	t9
  4078b0:	24e75460 	addiu	a3,a3,21600
--
  407e00:	00002821 	move	a1,zero
  407e04:	8f99812c 	lw	t9,-32468(gp)
  407e08:	0320f809 	jalr	t9
  407e0c:	240600ff 	li	a2,255
  407e10:	8fbc0018 	lw	gp,24(sp)
  407e14:	afa00138 	sw	zero,312(sp)
  407e18:	a3a00150 	sb	zero,336(sp)
  407e1c:	92130000 	lbu	s3,0(s0)
  407e20:	00139a00 	sll	s3,s3,0x8
  407e24:	92020001 	lbu	v0,1(s0)
  407e28:	00539825 	or	s3,v0,s3
  407e2c:	92140012 	lbu	s4,18(s0)
  407e30:	0014a200 	sll	s4,s4,0x8
  407e34:	92020013 	lbu	v0,19(s0)
  407e38:	0054a025 	or	s4,v0,s4
  407e3c:	3c150041 	lui	s5,0x41
  407e40:	26b54b90 	addiu	s5,s5,19344
  407e44:	8f8280d0 	lw	v0,-32560(gp)
  407e48:	8c440000 	lw	a0,0(v0)
  407e4c:	240208fe 	li	v0,2302
  407e50:	afa20010 	sw	v0,16(sp)
  407e54:	02a02821 	move	a1,s5
  407e58:	3c060041 	lui	a2,0x41
  407e5c:	24c64bac 	addiu	a2,a2,19372
  407e60:	3c070041 	lui	a3,0x41
[31m  407e64:	8f9981c0 	lw	t9,fprintf[0m
  407e68:	0320f809 	jalr	t9
  407e6c:	24e75364 	addiu	a3,a3,21348
